,FOLIO,FECHA,IMPORTE_VENTA,IMPUESTOS_VENTA,TIPO_CAMBIO,CONTABILIZADO
64458,TIJ000402,2014-10-27,188.0,30.08,1.0,S
64459,TIJ000403,2014-10-27,190.0,30.4,1.0,S
64460,TIJ000404,2014-10-27,890.0,142.4,1.0,S
64461,TIJ000405,2014-10-27,198.0,31.68,1.0,S
64462,TIJ000406,2014-10-27,1433.54,229.37,1.0,S
64463,TIJ000407,2014-10-27,85.34,13.65,1.0,S
64464,TIJ000408,2014-10-28,537.04,85.93,1.0,S
64465,TIJ000409,2014-10-28,2078.16,332.51,1.0,S
64466,TIJ000410,2014-10-28,156.03,24.96,1.0,S
64467,TIJ000411,2014-10-28,424.13,67.86,1.0,S
64468,TIJ000412,2014-10-28,865.38,138.46,1.0,S
64469,TIJ000413,2014-10-28,924.0,147.84,1.0,S
64470,TIJ000414,2014-10-29,946.5,151.44,1.0,S
64471,TIJ000415,2014-10-29,298.85,47.82,1.0,S
64472,TIJ000416,2014-10-29,613.76,98.2,1.0,S
64473,TIJ000417,2014-10-29,426.7,68.27,1.0,S
64474,TIJ000418,2014-10-29,256.02,40.96,1.0,S
64475,TIJ000419,2014-10-29,400.1,64.02,1.0,S
64476,TIJ000420,2014-10-29,256.02,40.96,1.0,S
64477,TIJ000421,2014-10-29,2501.86,400.3,1.0,S
64478,TIJ000422,2014-10-30,5223.1,835.7,1.0,S
64479,TIJ000423,2014-10-30,1300.0,208.0,1.0,S
64480,TIJ000424,2014-10-30,463.8,74.21,1.0,S
64481,TIJ000425,2014-10-30,383.6,61.38,1.0,S
64482,TIJ000426,2014-10-30,153.44,24.55,1.0,S
64483,TIJ000427,2014-10-30,725.03,116.0,1.0,S
64484,TIJ000428,2014-10-31,162.06,25.93,1.0,S
64485,TIJ000429,2014-11-03,161.21,25.79,1.0,S
64486,TIJ000430,2014-11-04,190.0,30.4,1.0,S
64487,TIJ000431,2014-11-04,317.24,50.76,1.0,S
64488,TIJ000432,2014-11-04,767.2,122.75,1.0,S
64489,TIJ000433,2014-11-04,85.34,13.65,1.0,S
64490,TIJ000434,2014-11-04,230.16,36.83,1.0,S
64491,TIJ000435,2014-11-04,539.9,86.38,1.0,S
64492,TIJ000436,2014-11-04,141.72,22.68,1.0,S
64493,TIJ000437,2014-11-04,900.0,144.0,1.0,S
64494,TIJ000438,2014-11-04,376.0,60.16,1.0,S
64495,TIJ000439,2014-11-04,827.54,132.41,1.0,S
64496,TIJ000440,2014-11-05,175.0,28.0,1.0,S
64497,TIJ000441,2014-11-05,162.06,25.93,1.0,S
64498,TIJ000442,2014-11-05,85.34,13.65,1.0,S
64499,TIJ000443,2014-11-05,499.56,79.93,1.0,S
64500,TIJ000444,2014-11-05,1160.28,185.64,1.0,S
64501,TIJ000445,2014-11-06,75.87,12.14,1.0,S
64502,TIJ000446,2014-11-06,341.36,54.62,1.0,S
64503,TIJ000447,2014-11-06,458.6,73.38,1.0,S
64504,TIJ000448,2014-11-06,153.44,24.55,1.0,S
64505,TIJ000449,2014-11-06,85.34,13.65,1.0,S
64506,TIJ000450,2014-11-06,153.44,24.55,1.0,S
64507,TIJ000451,2014-11-06,170.0,27.2,1.0,S
64508,TIJ000452,2014-11-06,360.0,57.6,1.0,S
64509,TIJ000453,2014-11-06,1361.1,217.78,1.0,S
64510,TIJ000454,2014-11-06,153.44,24.55,1.0,S
64511,TIJ000455,2014-11-06,1904.1,304.66,1.0,S
64512,TIJ000456,2014-11-06,913.28,146.12,1.0,S
64513,TIJ000457,2014-11-06,369.22,59.08,1.0,S
64514,TIJ000458,2014-11-06,5219.38,835.1,1.0,S
64515,TIJ000459,2014-11-06,246.55,39.45,1.0,S
64516,TIJ000460,2014-11-06,940.0,150.4,1.0,S
64517,TIJ000461,2014-11-06,76.72,12.28,1.0,S
64518,TIJ000462,2014-11-07,386.0,61.76,1.0,S
64519,TIJ000463,2014-11-07,161.2,25.79,1.0,S
64520,TIJ000464,2014-11-07,658.76,105.4,1.0,S
64521,TIJ000465,2014-11-07,11659.1,1865.46,1.0,S
64522,TIJ000466,2014-11-07,8993.14,1438.9,1.0,S
64523,TIJ000467,2014-11-07,894.0,143.04,1.0,S
64524,TIJ000468,2014-11-07,376.0,60.16,1.0,S
64525,TIJ000469,2014-11-07,1313.1,210.1,1.0,S
64526,TIJ000470,2014-11-07,76.72,12.28,1.0,S
64527,TIJ000471,2014-11-10,7579.1,1212.66,1.0,S
64528,TIJ000472,2014-11-10,439.68,70.35,1.0,S
64529,TIJ000473,2014-11-10,1445.0,231.2,1.0,S
64530,TIJ000474,2014-11-10,2835.1,453.62,1.0,S
64531,TIJ000475,2014-11-10,153.44,24.55,1.0,S
64532,TIJ000476,2014-11-11,2645.54,423.29,1.0,S
64533,TIJ000477,2014-11-11,375.0,60.0,1.0,S
64534,TIJ000478,2014-11-11,1300.0,208.0,1.0,S
64535,TIJ000479,2014-11-11,85.34,13.65,1.0,S
64536,TIJ000480,2014-11-11,215.78,34.52,1.0,S
64537,TIJ000481,2014-11-12,2178.88,348.62,1.0,S
64538,TIJ000482,2014-11-12,2474.86,395.98,1.0,S
64539,TIJ000483,2014-11-12,237.78,38.04,1.0,S
64540,TIJ000484,2014-11-12,376.0,60.16,1.0,S
64541,TIJ000485,2014-11-12,774.0,123.84,1.0,S
64542,TIJ000486,2014-11-12,225.1,36.02,1.0,S
64543,TIJ000487,2014-11-12,180.0,28.8,1.0,S
64544,TIJ000488,2014-11-12,198.0,31.68,1.0,S
64545,TIJ000489,2014-11-12,76.72,12.28,1.0,S
64546,TIJ000490,2014-11-13,2474.86,395.98,1.0,S
64547,TIJ000491,2014-11-14,426.7,68.27,1.0,S
64548,TIJ000492,2014-11-14,9554.29,1528.69,1.0,S
64549,TIJ000493,2014-11-18,85.34,13.65,1.0,S
64550,TIJ000494,2014-11-18,448.26,71.72,1.0,S
64551,TIJ000495,2014-11-18,188.0,30.08,1.0,S
64552,TIJ000496,2014-11-18,426.7,68.27,1.0,S
64553,TIJ000497,2014-11-18,1120.0,179.2,1.0,S
64554,TIJ000498,2014-11-18,1157.1,185.14,1.0,S
64555,TIJ000499,2014-11-18,376.0,60.16,1.0,S
64556,TIJ000500,2014-11-18,85.34,13.65,1.0,S
64557,TIJ000501,2014-11-18,341.36,54.62,1.0,S
64558,TIJ000502,2014-11-18,162.06,25.93,1.0,S
64559,TIJ000503,2014-11-18,475.87,76.14,1.0,S
64560,TIJ000504,2014-11-18,712.12,113.94,1.0,S
64561,TIJ000505,2014-11-18,3017.25,482.76,1.0,S
64562,TIJ000506,2014-11-19,399.22,63.88,1.0,S
64563,TIJ000507,2014-11-19,486.18,77.79,1.0,S
64564,TIJ000508,2014-11-19,85.34,13.65,1.0,S
64565,TIJ000509,2014-11-20,59.0,9.44,1.0,S
64566,TIJ000510,2014-11-20,2357.56,377.21,1.0,S
64567,TIJ000511,2014-11-20,10069.28,1611.08,1.0,S
64568,TIJ000512,2014-11-20,828.06,132.49,1.0,S
64569,TIJ000513,2014-11-21,682.72,109.24,1.0,S
64570,TIJ000514,2014-11-21,286.02,45.76,1.0,S
64571,TIJ000515,2014-11-21,727.82,116.45,1.0,S
64572,TIJ000516,2014-11-21,700.0,112.0,1.0,S
64573,TIJ000517,2014-11-24,750.0,120.0,1.0,S
64574,TIJ000518,2014-11-24,2047.1,327.54,1.0,S
64575,TIJ000519,2014-11-24,185.0,29.6,1.0,S
64576,TIJ000520,2014-11-24,4062.0,649.92,1.0,S
64577,TIJ000521,2014-11-24,153.44,24.55,1.0,S
64578,TIJ000522,2014-11-24,91.72,14.68,1.0,S
64579,TIJ000523,2014-11-25,162.06,25.93,1.0,S
64580,TIJ000524,2014-11-25,2192.0,350.72,1.0,S
64581,TIJ000525,2014-11-25,188.0,30.08,1.0,S
64582,TIJ000526,2014-11-25,610.69,97.71,1.0,S
64583,TIJ000527,2014-11-25,789.2,126.27,1.0,S
64584,TIJ000528,2014-11-26,146.56,23.45,1.0,S
64585,TIJ000529,2014-11-26,1140.8,182.53,1.0,S
64586,TIJ000530,2014-11-27,905.0,144.8,1.0,S
64587,TIJ000531,2014-11-27,648.24,103.72,1.0,S
64588,TIJ000532,2014-11-28,157.88,25.26,1.0,S
64589,TIJ000533,2014-11-28,315.5,50.48,1.0,S
64590,TIJ000534,2014-11-28,682.72,109.24,1.0,S
64591,TIJ000535,2014-11-28,1398.23,223.72,1.0,S
64592,TIJ000536,2014-11-28,549.28,87.88,1.0,S
64593,TIJ000537,2014-12-01,185.0,29.6,1.0,S
64594,TIJ000538,2014-12-01,180.0,28.8,1.0,S
64595,TIJ000539,2014-12-02,1239.86,198.38,1.0,S
64596,TIJ000540,2014-12-02,301.12,48.18,1.0,S
64597,TIJ000541,2014-12-03,341.36,54.62,1.0,S
64598,TIJ000542,2014-12-03,540.0,86.4,1.0,S
64599,TIJ000543,2014-12-03,180.0,28.8,1.0,S
64600,TIJ000544,2014-12-03,1109.42,177.51,1.0,S
64601,TIJ000545,2014-12-03,377.57,60.41,1.0,S
64602,TIJ000546,2014-12-04,237.08,37.93,1.0,S
64603,TIJ000547,2014-12-04,256.02,40.96,1.0,S
64604,TIJ000548,2014-12-04,341.36,54.62,1.0,S
64605,TIJ000549,2014-12-04,85.34,13.65,1.0,S
64606,TIJ000550,2014-12-04,454.29,72.69,1.0,S
64607,TIJ000551,2014-12-04,665.48,106.48,1.0,S
64608,TIJ000552,2014-12-04,543.19,86.91,1.0,S
64609,TIJ000553,2014-12-05,642.38,102.78,1.0,S
64610,TIJ000554,2014-12-05,413.81,66.21,1.0,S
64611,TIJ000555,2014-12-05,726.0,116.16,1.0,S
64612,TIJ000556,2014-12-05,3501.0,560.16,1.0,S
64613,TIJ000557,2014-12-05,2240.0,358.4,1.0,S
64614,TIJ000558,2014-12-05,188.0,30.08,1.0,S
64615,TIJ000559,2014-12-05,2389.0,382.24,1.0,S
64616,TIJ000560,2014-12-05,188.0,30.08,1.0,S
64617,TIJ000561,2014-12-05,156.0,24.96,1.0,S
64618,TIJ000562,2014-12-05,2916.56,466.65,1.0,S
64619,TIJ000563,2014-12-05,341.36,54.62,1.0,S
64620,TIJ000564,2014-12-08,215.0,34.4,1.0,S
64621,TIJ000565,2014-12-08,1320.0,211.2,1.0,S
64622,TIJ000566,2014-12-08,76.72,12.28,1.0,S
64623,TIJ000567,2014-12-08,59.0,9.44,1.0,S
64624,TIJ000568,2014-12-08,512.04,81.93,1.0,S
64625,TIJ000569,2014-12-08,85.34,13.65,1.0,S
64626,TIJ000570,2014-12-09,230.16,36.83,1.0,S
64627,TIJ000571,2014-12-09,1775.78,284.12,1.0,S
64628,TIJ000572,2014-12-09,1549.1,247.86,1.0,S
64629,TIJ000573,2014-12-10,69.68,11.15,1.0,S
64630,TIJ000574,2014-12-10,758.59,121.37,1.0,S
64631,TIJ000575,2014-12-10,227.61,36.42,1.0,S
64632,TIJ000576,2014-12-10,85.34,13.65,1.0,S
64633,TIJ000577,2014-12-10,100.0,16.0,1.0,S
64634,TIJ000578,2014-12-11,147.41,23.59,1.0,S
64635,TIJ000579,2014-12-12,161.06,25.77,1.0,S
64636,TIJ000580,2014-12-12,720.0,115.2,1.0,S
64637,TIJ000581,2014-12-12,1315.1,210.42,1.0,S
64638,TIJ000582,2014-12-12,614.28,98.28,1.0,S
64639,TIJ000583,2014-12-12,2048.16,327.71,1.0,S
64640,TIJ000584,2014-12-15,198.0,31.68,1.0,S
64641,TIJ000585,2015-02-20,15784.42,2525.51,1.0,S
64642,TIJ000586,2015-02-20,87.36,13.98,1.0,S
64643,TIJ000587,2015-02-20,1520.61,243.3,1.0,S
64644,TIJ000588,2015-02-23,12720.4,2035.26,1.0,N
64645,TIJ000589,2016-03-18,610.0,97.6,1.0,S
64646,TIJ000590,2016-07-20,366.8,58.69,1.0,N
64647,TIJ000591,2016-07-26,123.25,19.72,1.0,N
64648,TIJ000592,2016-11-03,42.0,6.72,1.0,S
64649,TIJ000593,2016-12-15,308.0,49.28,1.0,S
64650,TIJ000594,2016-12-21,549.0,87.84,1.0,S
64651,TIJ000595,2017-05-02,79.0,12.64,1.0,S
64652,TIJ000596,2017-08-14,5542.8,886.85,1.0,S
64653,TIJ000597,2018-04-05,354.71,56.75,1.0,S
64654,TIJ000598,2018-04-25,410.1,65.62,1.0,S
64655,TIJ000599,2018-04-26,1521.31,243.41,1.0,S
64656,TIJ000600,2018-04-26,442.9,70.86,1.0,S
64657,TIJ000601,2018-04-26,1184.5,189.52,1.0,S
64658,TIJ000602,2018-04-26,624.28,99.88,1.0,N
64659,TIJ000603,2018-04-26,3649.0,583.84,1.0,S
64660,TIJ000604,2018-05-09,3429.9,548.78,1.0,N
64661,TIJ000605,2018-05-14,994.5,159.12,1.0,S
64662,TIJ000606,2018-05-18,460.0,73.6,1.0,S
64663,TIJ000607,2018-05-18,3096.18,495.39,1.0,S
64664,TIJ000608,2018-08-13,1586.2,253.79,1.0,S
64665,TIJ000609,2018-08-14,1825.25,292.04,1.0,S
64666,TIJ000610,2018-08-15,947.0,151.52,1.0,S
64667,TIJ000611,2018-08-15,828.75,132.6,1.0,S
64668,TIJ000612,2018-08-15,1147.96,183.67,1.0,S
64669,TIJ000613,2018-08-15,3708.0,593.28,1.0,S
64670,TIJ000614,2018-08-15,224.0,35.84,1.0,S
64671,TIJ000615,2018-08-15,0.0,0.0,1.0,S
64672,TIJ000616,2018-08-15,1115.76,178.52,1.0,S
64673,TIJ000617,2018-08-15,200.0,32.0,1.0,S
64674,TIJ000618,2018-08-15,1429.8,228.77,1.0,N
64675,TIJ000619,2018-08-15,1429.8,228.77,1.0,S
64676,TIJ000620,2018-08-15,392.72,62.84,1.0,S
64677,TIJ000621,2018-08-15,2708.12,433.3,1.0,S
64678,TIJ000622,2018-08-15,155.55,24.89,1.0,S
64679,TIJ000623,2018-08-15,212.0,33.92,1.0,S
64680,TIJ000624,2018-08-15,3531.52,565.04,1.0,S
64681,TIJ000625,2018-08-15,205.0,32.8,1.0,S
64682,TIJ000626,2018-08-15,7191.0,1150.56,1.0,S
64683,TIJ000627,2018-08-16,200.0,32.0,1.0,S
64684,TIJ000628,2018-08-16,103.0,16.48,1.0,S
64685,TIJ000629,2018-08-16,620.0,99.2,1.0,S
64686,TIJ000630,2018-08-16,155.55,24.89,1.0,S
64687,TIJ000631,2018-08-16,744.0,119.04,1.0,S
64688,TIJ000632,2018-08-16,940.0,150.4,1.0,S
64689,TIJ000633,2018-08-16,244.0,39.04,1.0,N
64690,TIJ000634,2018-08-16,2071.54,331.45,1.0,S
64691,TIJ000635,2018-08-16,819.88,131.18,1.0,S
64692,TIJ000636,2018-08-16,95.32,15.25,1.0,S
64693,TIJ000637,2018-08-16,1429.8,228.77,1.0,S
64694,TIJ000638,2018-08-16,684.2,109.47,1.0,S
64695,TIJ000639,2018-08-16,1906.4,305.02,1.0,S
64696,TIJ000640,2018-08-16,95.32,15.25,1.0,S
64697,TIJ000641,2018-08-16,95.32,15.25,1.0,S
64698,TIJ000642,2018-08-16,294.54,47.13,1.0,S
64699,TIJ000643,2018-08-17,556.8,89.09,1.0,S
64700,TIJ000644,2018-08-17,412.0,65.92,1.0,S
64701,TIJ000645,2018-08-17,400.0,64.0,1.0,S
64702,TIJ000646,2018-08-17,729.8,116.77,1.0,S
64703,TIJ000647,2018-08-17,0.0,0.0,1.0,S
64704,TIJ000648,2018-08-17,376.0,60.16,1.0,S
64705,TIJ000649,2018-08-17,200.0,32.0,1.0,S
64706,TIJ000650,2018-08-17,284.2,45.47,1.0,S
64707,TIJ000651,2018-08-17,95.86,15.34,1.0,S
64708,TIJ000652,2018-08-17,2231.52,357.04,1.0,S
64709,TIJ000653,2018-08-17,191.54,30.65,1.0,S
64710,TIJ000654,2018-08-17,200.0,32.0,1.0,S
64711,TIJ000655,2018-08-17,500.0,80.0,1.0,S
64712,TIJ000656,2018-08-17,180.6,28.9,1.0,N
64713,TIJ000657,2018-08-17,244.0,39.04,1.0,S
64714,TIJ000658,2018-08-17,2330.52,372.88,1.0,S
64715,TIJ000659,2018-08-17,480.0,76.8,1.0,S
64716,TIJ000660,2018-08-17,354.71,56.75,1.0,S
64717,TIJ000661,2018-08-17,1830.24,292.84,1.0,S
64718,TIJ000662,2018-08-17,298.0,47.68,1.0,S
64719,TIJ000663,2018-08-17,354.71,56.75,1.0,S
64720,TIJ000664,2018-08-17,972.0,155.52,1.0,S
64721,TIJ000665,2018-08-17,482.0,77.12,1.0,S
64722,TIJ000666,2018-08-17,3144.0,503.04,1.0,S
64723,TIJ000667,2018-08-20,1022.78,163.64,1.0,S
64724,TIJ000668,2018-08-20,677.04,108.33,1.0,S
64725,TIJ000669,2018-08-20,232.0,37.12,1.0,S
64726,TIJ000670,2018-08-20,1036.66,165.87,1.0,S
64727,TIJ000671,2018-08-20,392.72,62.84,1.0,S
64728,TIJ000672,2018-08-20,1811.08,289.77,1.0,S
64729,TIJ000673,2018-08-20,95.32,15.25,1.0,S
64730,TIJ000674,2018-08-20,3886.0,621.76,1.0,S
64731,TIJ000675,2018-08-20,200.0,32.0,1.0,S
64732,TIJ000676,2018-08-20,100.0,16.0,1.0,S
64733,TIJ000677,2018-08-20,2418.0,386.88,1.0,S
64734,TIJ000678,2018-08-20,1429.8,228.77,1.0,S
64735,TIJ000679,2018-08-20,1906.4,305.02,1.0,S
64736,TIJ000680,2018-08-20,953.2,152.51,1.0,S
64737,TIJ000681,2018-08-20,3120.44,499.27,1.0,S
64738,TIJ000682,2018-08-20,3418.1,546.9,1.0,S
64739,TIJ000683,2018-08-20,302.11,48.34,1.0,S
64740,TIJ000684,2018-08-20,484.0,77.44,1.0,S
64741,TIJ000685,2018-08-20,3631.72,581.08,1.0,S
64742,TIJ000686,2018-08-21,5813.8,930.21,1.0,S
64743,TIJ000687,2018-08-21,500.0,80.0,1.0,S
64744,TIJ000688,2018-08-21,222.0,35.52,1.0,S
64745,TIJ000689,2018-08-21,480.0,76.8,1.0,S
64746,TIJ000690,2018-08-21,425.06,68.01,1.0,S
64747,TIJ000691,2018-08-21,866.5,138.64,1.0,N
64748,TIJ000692,2018-08-21,866.5,138.64,1.0,S
64749,TIJ000693,2018-08-21,477.92,76.47,1.0,S
64750,TIJ000694,2018-08-21,103.0,16.48,1.0,S
64751,TIJ000695,2018-08-21,1091.8,174.69,1.0,N
64752,TIJ000696,2018-08-21,895.32,143.25,1.0,S
64753,TIJ000697,2018-08-21,224.26,35.88,1.0,S
64754,TIJ000698,2018-08-21,103.0,16.48,1.0,S
64755,TIJ000699,2018-08-21,1026.0,164.16,1.0,S
64756,TIJ000700,2018-08-21,86.18,13.79,1.0,S
64757,TIJ000701,2018-08-22,484.0,77.44,1.0,S
64758,TIJ000702,2018-08-22,599.08,95.85,1.0,S
64759,TIJ000703,2018-08-22,986.2,157.79,1.0,S
64760,TIJ000704,2018-08-22,342.0,54.72,1.0,S
64761,TIJ000705,2018-08-22,17431.52,2789.04,1.0,S
64762,TIJ000706,2018-08-22,200.0,32.0,1.0,S
64763,TIJ000707,2018-08-23,100.0,16.0,1.0,S
64764,TIJ000708,2018-08-23,3848.08,615.69,1.0,S
64765,TIJ000709,2018-08-23,895.32,143.25,1.0,S
64766,TIJ000710,2018-08-23,400.36,64.06,1.0,S
64767,TIJ000711,2018-08-23,740.0,118.4,1.0,S
64768,TIJ000712,2018-08-24,774.0,123.84,1.0,S
64769,TIJ000713,2018-08-24,650.0,104.0,1.0,S
64770,TIJ000714,2018-08-24,428.88,68.62,1.0,S
64771,TIJ000715,2018-08-24,244.0,39.04,1.0,S
64772,TIJ000716,2018-08-24,247.2,39.55,1.0,S
64773,TIJ000717,2018-08-24,348.0,55.68,1.0,S
64774,TIJ000718,2018-08-24,715.15,114.42,1.0,S
64775,TIJ000719,2018-08-24,232.0,37.12,1.0,S
64776,TIJ000720,2018-08-24,174.0,27.84,1.0,S
64777,TIJ000721,2018-08-24,477.0,76.32,1.0,S
64778,TIJ000722,2018-08-24,95.77,15.32,1.0,S
64779,TIJ000723,2018-08-24,500.54,80.09,1.0,S
64780,TIJ000724,2018-08-24,162.35,25.98,1.0,S
64781,TIJ000725,2018-08-24,228.66,36.59,1.0,S
64782,TIJ000726,2018-08-24,2522.0,403.52,1.0,S
64783,TIJ000727,2018-08-24,431.37,69.02,1.0,S
64784,TIJ000728,2018-08-24,206.0,32.96,1.0,S
64785,TIJ000729,2018-08-24,1160.25,185.64,1.0,S
64786,TIJ000730,2018-08-27,14326.0,2292.16,1.0,S
64787,TIJ000731,2018-08-27,381.28,61.0,1.0,S
64788,TIJ000732,2018-08-27,3605.0,576.8,1.0,S
64789,TIJ000733,2018-08-27,720.0,115.2,1.0,S
64790,TIJ000734,2018-08-27,147.36,23.58,1.0,S
64791,TIJ000735,2018-08-27,1453.68,232.59,1.0,S
64792,TIJ000736,2018-08-27,238.96,38.23,1.0,S
64793,TIJ000737,2018-08-27,3100.0,496.0,1.0,S
64794,TIJ000738,2018-08-27,4883.0,781.28,1.0,N
64795,TIJ000739,2018-08-27,1981.72,317.08,1.0,S
64796,TIJ000740,2018-08-27,369.25,59.08,1.0,S
64797,TIJ000741,2018-08-27,3613.42,578.15,1.0,S
64798,TIJ000742,2018-08-27,244.0,39.04,1.0,S
64799,TIJ000743,2018-08-27,228.66,36.59,1.0,S
64800,TIJ000744,2018-08-27,6967.0,1114.72,1.0,S
64801,TIJ000745,2018-08-27,240.0,38.4,1.0,S
64802,TIJ000746,2018-08-27,695.75,111.32,1.0,S
64803,TIJ000747,2018-08-27,752.0,120.32,1.0,S
64804,TIJ000748,2018-08-27,955.84,152.93,1.0,S
64805,TIJ000749,2018-08-27,1464.9,234.38,1.0,S
64806,TIJ000750,2018-08-27,705.0,112.8,1.0,S
64807,TIJ000751,2018-08-27,232.0,37.12,1.0,S
64808,TIJ000752,2018-08-27,232.0,37.12,1.0,S
64809,TIJ000753,2018-08-27,1000.0,160.0,1.0,S
64810,TIJ000754,2018-08-28,488.62,78.18,1.0,S
64811,TIJ000755,2018-08-28,846.73,135.48,1.0,S
64812,TIJ000756,2018-08-28,1220.0,195.2,1.0,S
64813,TIJ000757,2018-08-28,165.75,26.52,1.0,S
64814,TIJ000758,2018-08-28,500.0,80.0,1.0,S
64815,TIJ000759,2018-08-28,324.7,51.95,1.0,S
64816,TIJ000760,2018-08-28,165.75,26.52,1.0,S
64817,TIJ000761,2018-08-28,912.25,145.96,1.0,S
64818,TIJ000762,2018-08-28,857.88,137.26,1.0,S
64819,TIJ000763,2018-08-28,6068.0,970.88,1.0,S
64820,TIJ000764,2018-08-29,995.32,159.25,1.0,N
64821,TIJ000765,2018-08-29,3021.4,483.42,1.0,N
64822,TIJ000766,2018-08-29,3021.4,483.42,1.0,S
64823,TIJ000767,2018-08-29,995.32,159.25,1.0,S
64824,TIJ000768,2018-08-29,1000.0,160.0,1.0,N
64825,TIJ000769,2018-08-29,1000.0,160.0,1.0,S
64826,TIJ000770,2018-08-29,2110.22,337.64,1.0,S
64827,TIJ000771,2018-08-29,2129.96,340.79,1.0,S
64828,TIJ000772,2018-08-29,240.0,38.4,1.0,S
64829,TIJ000773,2018-08-29,364.9,58.38,1.0,S
64830,TIJ000774,2018-08-29,969.84,155.17,1.0,S
64831,TIJ000775,2018-08-30,100.0,16.0,1.0,S
64832,TIJ000776,2018-08-30,97.66,15.63,1.0,S
64833,TIJ000777,2018-08-30,680.0,108.8,1.0,S
64834,TIJ000778,2018-08-30,477.92,76.47,1.0,S
64835,TIJ000779,2018-08-30,9338.0,1494.08,1.0,S
64836,TIJ000780,2018-08-30,960.0,153.6,1.0,S
64837,TIJ000781,2018-08-31,357.62,57.22,1.0,S
64838,TIJ000782,2018-08-31,1600.62,256.1,1.0,S
64839,TIJ000783,2018-08-31,523.0,83.68,1.0,S
64840,TIJ000784,2018-08-31,200.0,32.0,1.0,S
64841,TIJ000785,2018-08-31,155.55,24.89,1.0,S
64842,TIJ000786,2018-08-31,222.0,35.52,1.0,S
64843,TIJ000787,2018-09-03,331.5,53.04,1.0,S
64844,TIJ000788,2018-09-03,720.0,115.2,1.0,S
64845,TIJ000789,2018-09-03,5979.43,956.71,1.0,S
64846,TIJ000790,2018-09-03,1382.0,221.12,1.0,S
64847,TIJ000791,2018-09-03,293.32,46.93,1.0,S
64848,TIJ000792,2018-09-03,1890.0,302.4,1.0,S
64849,TIJ000793,2018-09-03,1100.0,176.0,1.0,S
64850,TIJ000794,2018-09-03,1898.46,303.75,1.0,S
64851,TIJ000795,2018-09-03,477.92,76.47,1.0,S
64852,TIJ000796,2018-09-03,2765.0,442.4,1.0,S
64853,TIJ000797,2018-09-03,1160.0,185.6,1.0,S
64854,TIJ000798,2018-09-03,232.0,37.12,1.0,S
64855,TIJ000799,2018-09-03,240.0,38.4,1.0,S
64856,TIJ000800,2018-09-03,338.52,54.16,1.0,S
64857,TIJ000801,2018-09-03,8380.0,1340.8,1.0,S
64858,TIJ000802,2018-09-05,728.0,116.48,1.0,S
64859,TIJ000803,2018-09-05,412.0,65.92,1.0,S
64860,TIJ000804,2018-09-05,5169.5,827.12,1.0,S
64861,TIJ000805,2018-09-05,2145.72,343.32,1.0,S
64862,TIJ000806,2018-09-05,5046.38,807.42,1.0,S
64863,TIJ000807,2018-09-05,895.67,143.31,1.0,S
64864,TIJ000808,2018-09-05,2611.6,417.86,1.0,S
64865,TIJ000809,2018-09-05,190.64,30.5,1.0,S
64866,TIJ000810,2018-09-05,400.0,64.0,1.0,S
64867,TIJ000811,2018-09-05,4926.15,788.18,1.0,S
64868,TIJ000812,2018-09-05,1681.95,269.11,1.0,S
64869,TIJ000813,2018-09-05,406.0,64.96,1.0,S
64870,TIJ000814,2018-09-05,312.14,49.94,1.0,S
64871,TIJ000815,2018-09-05,704.0,112.64,1.0,S
64872,TIJ000816,2018-09-05,354.71,56.75,1.0,S
64873,TIJ000817,2018-09-05,464.0,74.24,1.0,S
64874,TIJ000818,2018-09-05,6376.0,1020.16,1.0,S
64875,TIJ000819,2018-09-05,2084.66,333.55,1.0,S
64876,TIJ000820,2018-09-05,3390.0,542.4,1.0,S
64877,TIJ000821,2018-09-05,1005.0,160.8,1.0,S
64878,TIJ000822,2018-09-05,13403.39,2144.54,1.0,S
64879,TIJ000823,2018-09-05,11440.88,1830.54,1.0,S
64880,TIJ000824,2018-09-05,1170.0,187.2,1.0,S
64881,TIJ000825,2018-09-06,1178.32,188.53,1.0,S
64882,TIJ000826,2018-09-06,232.0,37.12,1.0,S
64883,TIJ000827,2018-09-06,3911.08,625.77,1.0,S
64884,TIJ000828,2018-09-06,200.0,32.0,1.0,S
64885,TIJ000829,2018-09-06,100.0,16.0,1.0,S
64886,TIJ000830,2018-09-06,200.0,32.0,1.0,S
64887,TIJ000831,2018-09-06,73.68,11.79,1.0,S
64888,TIJ000832,2018-09-06,412.0,65.92,1.0,S
64889,TIJ000833,2018-09-06,480.0,76.8,1.0,S
64890,TIJ000834,2018-09-06,4350.72,696.12,1.0,S
64891,TIJ000835,2018-09-06,488.3,78.13,1.0,S
64892,TIJ000836,2018-09-06,400.0,64.0,1.0,S
64893,TIJ000837,2018-09-06,1620.44,259.27,1.0,S
64894,TIJ000838,2018-09-06,535.6,85.7,1.0,S
64895,TIJ000839,2018-09-06,667.24,106.76,1.0,S
64896,TIJ000840,2018-09-06,488.22,78.12,1.0,S
64897,TIJ000841,2018-09-06,720.0,115.2,1.0,S
64898,TIJ000842,2018-09-06,1652.0,264.32,1.0,S
64899,TIJ000843,2018-09-06,240.0,38.4,1.0,S
64900,TIJ000844,2018-09-06,244.0,39.04,1.0,S
64901,TIJ000845,2018-09-06,188.0,30.08,1.0,S
